sample,quantity,point,boot_mean,se,q025,q975,p_le0,n_success,B,seed,n_all32_finite_pooled,ci_method
cohort_2011_25_32,delta_none_minus_grades,-0.000195620339814573,-0.000499406064075555,0.00445574508217248,-0.0105224400796328,0.0086598568098124,0.564,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_32,delta_married_noGrades,-0.000377553165599509,-3.19390101732392e-05,0.00836118647255159,-0.0168905303565958,0.0184685788592386,0.494,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_32,delta_married_grades,-0.000342246590747441,-2.73141103686536e-05,0.00840104451377292,-0.0171606421260738,0.0188449690724164,0.498,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_32,mu_none,0.693630106585319,0.688919670052489,0.0721176500304419,0.536188896079086,0.835005456157822,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_32,mu_grades,0.693825726925133,0.689419076116564,0.0719599386781739,0.535732942450778,0.834104787686193,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_31,delta_none_minus_grades,-4.34428362061645e-06,-0.000173329384210399,0.00558488361391293,-0.0119625338760717,0.0128290354159346,0.496,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_31,delta_married_noGrades,0.00421685612045575,0.00489390428281582,0.0111710438723247,-0.014722029844662,0.0303639342162279,0.33,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_31,delta_married_grades,0.00428163465855713,0.00492284063117515,0.0112481447336982,-0.0148113498139529,0.0306336176887599,0.324,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_31,mu_none,0.71260198817303,0.709990361814195,0.0829549442127407,0.547960710716635,0.880258150200994,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2011_25_31,mu_grades,0.71260633245665,0.710163691198405,0.0833373131365141,0.549767800987851,0.882607814772523,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_45,delta_none_minus_grades,0.00265299940773311,0.00267828676026998,0.00216927241649881,-0.000932405297611083,0.00715072752659497,0.08,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_45,delta_married_noGrades,-0.014293453494898,-0.0143661614464341,0.00441738582799585,-0.0248120280362567,-0.00705590447829144,1,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_45,delta_married_grades,-0.0140326110909763,-0.0141115082710949,0.00436752780231208,-0.0244289679722781,-0.00694994015892322,1,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_45,mu_none,0.528256901718809,0.528706699897519,0.0281351000434492,0.47350768083879,0.58039233219406,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_45,mu_grades,0.525603902311076,0.526028413137249,0.0282214118012838,0.470072348166838,0.57758150182254,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_32,delta_none_minus_grades,0.0100517713858633,0.0106088167962209,0.00634640319393707,0.000919267574540805,0.0255259704538533,0.012,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_32,delta_married_noGrades,-0.0162047648448376,-0.0161732567419894,0.00735382048511159,-0.0305094868648035,-0.003875990503936,1,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_32,delta_married_grades,-0.0142267985965325,-0.0140819389248762,0.00692477265148101,-0.027648155809331,-0.00231820213293817,0.994,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_32,mu_none,0.51635141121726,0.5162103654007,0.046410068232482,0.430521729560882,0.611067486653056,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_32,mu_grades,0.506299639831397,0.50560154860448,0.0467979426703859,0.41860686049105,0.598049895671867,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_31,delta_none_minus_grades,0.00438693505711463,0.00348902182592249,0.00722641047182389,-0.0103697794809209,0.0205515403542685,0.298,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_31,delta_married_noGrades,-0.0152074521189274,-0.0150133337662043,0.00792965261967737,-0.033616435167497,-0.00302014197214041,0.996,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_31,delta_married_grades,-0.0141038250049649,-0.0139519530940063,0.00765510864780051,-0.0303713749498125,-0.00272130101037801,0.994,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_31,mu_none,0.550879553474092,0.552364496555409,0.0469848533582595,0.462932129670347,0.645614974734412,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
cohort_2019_25_31,mu_grades,0.546492618416977,0.548875474729487,0.0484144057243876,0.463674277621853,0.643642882275497,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_32,delta_none_minus_grades,0.00677518179619663,0.00668557982282498,0.00258763210537442,0.00232013956289812,0.0123102948578725,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_31,delta_none_minus_grades,0.0057398356748859,0.00559661734704765,0.00273607196655177,0.000358732740042697,0.0116184460112972,0.018,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_45_grades_categorical,delta_none_minus_grades,0.00604771486367106,0.00595944143796586,0.00159057061014028,0.00284937311820072,0.00924616160831582,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_45_grades_categorical,mu_none,0.546426526658251,0.547109508525485,0.0164912871382235,0.517211448823617,0.58082296297522,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_45_grades_categorical,mu_grades,0.54037881179458,0.541150067087519,0.0164139415023905,0.512328312966848,0.575368723279806,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_45_grades_categorical,mu_married_grades,0.525468828320881,0.526126701314048,0.0165260893501752,0.498018172246631,0.560340880886734,0,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
pooled_25_45,delta_contrast_linear_minus_categorical,-0.0004095745915077,-0.000363001471902706,0.000529300174898837,-0.00165965123114007,0.000565411779804181,0.776,500,500,20260905,500,"percentile (q025, q975); se = bootstrap SD; resampling of persons within cohort strata"
